SpeciesAccepted,Kingdom.x,Phylum.x,Class,Order,Family,Genus,YearofDiscovery,YearGBIF,YearSACs,AntarcticRecordSource,expertAssignedBiogeography,autoGBIFBiogeogrClassAssign,expertAssignLifeform,Raunkieran,Hutchinsonian,Darwinean,Wallacean,Eltonian
Candelariella aurella,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Candelariaceae,Candelariella,1928,1990,1990,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,0
Candelariella vitellina,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Candelariaceae,Candelariella,1894,1987,1987,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,0
Candida psychrofermentans,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,1992,,1992,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,0,0,0
Candida psychrophila,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,1978,,1978,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Endemic,Non-lichenized,0,0,1,0,0
Candida saitoana,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,1985,,1985,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Candida sake,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,1983,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,0,0,1,1,0
Carbonea assenties,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Carbonea,1984,,1984,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Cosmopolitan,Symbiont,0,0,0,1,0
Catapyrenium cinereum,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Catapyrenium,1855,,1855,"The lichens of Hurd Peninsula Livingston Island South Shetland Islands Antarctica. / Søchting Ulrik, Øvstedal D.O., Sancho L.G. I: Bibliotheca Lichenologica Nr. 88 2004 s. 607-658.",Unclassified,Cosmopolitan,Unclassified,0,0,1,0,0
Catapyrenium lachneoides,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Catapyrenium,1996,1973,1973,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Catenarina iomma,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Telochistaceae,Catenarina,1993,,1993,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Endemic,Symbiont,0,0,0,1,0
Catenophlyctis variabilis,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Catenariaceae,Catenophlyctis,1947,,1947,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Catillaria arachnoidea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1938,,1938,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,0,0
Catillaria contristans,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1926,1974,1974,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,0
Catillaria corymbosa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1954,,1954,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,1,1,0
Catillaria cremea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1938,,1938,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,0,0
Catillaria eklundi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1968,,1968,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Symbiont,0,0,0,0,0
Catillaria floccosa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1938,,1938,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,0,0
Catillaria granulosa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1938,,1938,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,0,0
Catillaria inconspicua,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1938,,1938,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,0,0
Catillaria rudolphii,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,1955,,1955,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,0,0
Catocarpus gerlachei,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Telochistaceae,Catocarpus,1903,,1903,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,0,0
Cavernomonas stercoris,SAR/Protist,incerta,incerta,incerta,incerta,Cavernomonas,2009,,2009,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainGlobally,Unclassified,0,0,1,0,0
Cavinula pseudoscutiformis,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Cavinula,1930,,1930,Jones V. J. Juggins S. & Ellis-Evans J. C. (1993). The relationship between water chemistry and surface sediment diatom assemblages in Maritime Antarctic lakes. Antarctic Science 5 339-348.,Global,UncertainAntartic,Free-living,0,0,0,0,0
